kaviar	Kapitel_4	Sidan 43
ketchup	Kapitel_4	Sidan 43
knäckebröd	Kapitel_4	Sidan 43
lingonsylt	Kapitel_4	Sidan 43
marmelad	Kapitel_4	Sidan 43
mjukost	Kapitel_4	Sidan 43
mjölk	Kapitel_4	Sidan 43
olja	Kapitel_4	Sidan 43
schampo	Kapitel_4	Sidan 43
tandkräm	Kapitel_4	Sidan 43
tandpetare	Kapitel_4	Sidan 43
tändsticka	Kapitel_4	Sidan 43
ärta	Kapitel_4	Sidan 43
öl	Kapitel_4	Sidan 43
behöva	Kapitel_4	Sidan 44
skinka	Kapitel_4	Sidan 44
oliv	Kapitel_4	Sidan 44
idé	Kapitel_4	Sidan 44
sugen	Kapitel_4	Sidan 44
imitera	Kapitel_4	Sidan 44
stängd	Kapitel_4	Sidan 44
mun	Kapitel_4	Sidan 44
öppen	Kapitel_4	Sidan 44
tunga	Kapitel_4	Sidan 44
bak	Kapitel_4	Sidan 44
id-kort	Kapitel_4	Sidan 44
korv	Kapitel_4	Sidan 44
Australien	Kapitel_4	Sidan 44
Spanien	Kapitel_4	Sidan 44
inköpslista	Kapitel_4	Sidan 45
riva	Kapitel_4	Sidan 45
hekto	Kapitel_4	Sidan 45
gram	Kapitel_4	Sidan 45
teater	Kapitel_5	Sidan 46
experiment	Kapitel_5	Sidan 46
experimentteater	Kapitel_5	Sidan 46
tisdag	Kapitel_5	Sidan 46
träffa	Kapitel_5	Sidan 46
bio	Kapitel_5	Sidan 46
biograf	Kapitel_5	Sidan 46
lördag	Kapitel_5	Sidan 46
hänga	Kapitel_5	Sidan 46
semester	Kapitel_5	Sidan 46
helvete	Kapitel_5	Sidan 46
lust	Kapitel_5	Sidan 46
hockey	Kapitel_5	Sidan 46
onsdag	Kapitel_5	Sidan 46
arena	Kapitel_5	Sidan 46
skoj	Kapitel_5	Sidan 46
fixa	Kapitel_5	Sidan 46
biljett	Kapitel_5	Sidan 46
fredag	Kapitel_5	Sidan 46
låta	Kapitel_5	Sidan 46
pjäs	Kapitel_5	Sidan 46
drömspel	Kapitel_5	Sidan 46
favorit	Kapitel_5	Sidan 46
